440,409.6
441,411.1
442,412.6
443,414.1
444,415.6
445,417.1
446,418.6
447,420.2
448,421.7
449,423.2
450,424.7
451,426.2
452,427.7
453,429.2
454,430.7
455,432.3
456,433.8
457,435.3
458,436.8
459,438.3
460,439.8
461,441.3
462,442.9
463,444.4
464,445.9
465,447.4
466,448.9
467,450.4
468,451.9
469,453.5
470,455
471,456.5
472,458
473,459.5
474,461
475,462.5
476,464.1
477,465.6
478,467.1
479,468.6
480,470.1
481,471.6
482,473.1
483,474.7
484,476.2
485,477.7
486,479.2
487,480.7
488,482.2
489,483.7
490,485.3
491,486.8
492,488.3
493,489.8
494,491.3
495,492.8
496,494.3
497,495.9
498,497.4
499,498.9
500,500.4
